name,address,rating,reviews,website,lat,lng,category,no_website,version,city,rating_norm,reviews_log,reviews_norm,opportunity_score,opportunity_level
L'Atelier,"60bis Rue Robespierre, 93100 Montreuil, France",4.2,624.0,http://restaulatelier.fr/,48.8522825,2.4237558,"establishment, food, point_of_interest, restaurant",False,V1,Montreuil,0.8400000000000001,6.437751649736401,0.5904989201011069,0.1548503239696679,LOW
Le Rue Parmentier,"31 Av. de la Résistance, 93100 Montreuil, France",4.4,447.0,http://www.lerueparmentier.com/,48.8600013,2.4363897,"establishment, food, point_of_interest, restaurant",False,V1,Montreuil,0.8800000000000001,6.104793232414985,0.5599585083915436,0.1560124474825369,LOW
Le Faubourg du Moulin,"2 Rue du Clos des Moines, 95100 Argenteuil, France",4.6,1815.0,https://www.lemoulindorgemont.fr/restaurant-lefaubourg/,48.9575196,2.2677928,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9199999999999999,7.504391559161238,0.6883358279100464,0.10949925162698608,LOW
Le Chalet Des Grillades Argenteuil,"32 Rue Carême Prenant, 95100 Argenteuil, France",4.4,494.0,,48.94541299999999,2.2534805,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.8800000000000001,6.20455776256869,0.569109350257674,0.6532671949226978,MEDIUM
La Table de Mona,"26 Av. Gabriel Péri, 95100 Argenteuil, France",4.7,231.0,,48.943979,2.2515338,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.9400000000000001,5.44673737166631,0.4995987281017576,0.6621203815694727,MEDIUM
Restaurant LES ARTISANS,"114 Quai de Bezons, 95100 Argenteuil, France",4.7,201.0,https://les-artisans-restaurant.eatbu.com/?lang=en,48.9330345,2.2391396,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9400000000000001,5.308267697401205,0.4868976800388606,0.16593069598834181,LOW
Le Bistro Picolo,"62 Av. Gabriel Péri, 95100 Argenteuil, France",4.9,107.0,,48.9453841,2.2502226,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.9800000000000001,4.68213122712422,0.42946568675132557,0.6751602939746023,MEDIUM
Wingstop Argenteuil (à emporter et en livraison uniquement),"Centre Commercial Côté Seine, 45 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",4.9,199.0,https://www.wingstopfrance.com/?y_source=1_MjAzNzQ2MTYyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,48.9451064,2.2524547,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9800000000000001,5.298317366548036,0.48598499189195365,0.15820450243241388,LOW
Au bout du bar,"111 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",4.4,1048.0,https://www.restaurant-au-bout-du-bar-argenteuil.fr/,48.9429826,2.2486367,"bar, cafe, establishment, food, point_of_interest, restaurant, store",False,V1,Argenteuil,0.8800000000000001,6.955592608396297,0.6379975723495688,0.13260072829512934,LOW
La marmite argenteuil,"27 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",4.7,77.0,,48.94578689999999,2.2538148,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.9400000000000001,4.356708826689592,0.39961651168393597,0.6921150464948193,MEDIUM
Annamma Restaurant,"4 Rue Henri Barbusse, 95100 Argenteuil, France",4.7,103.0,,48.9415536,2.2466668,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.9400000000000001,4.6443908991413725,0.42600397773696097,0.6841988066789118,MEDIUM
PB Poulet Braisé Argenteuil,"23 Av. Gabriel Péri, 95100 Argenteuil, France",4.6,8936.0,https://restaurants.pbpouletbraise.fr/argenteuil/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,48.9436698,2.2512739,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",False,V1,Argenteuil,0.9199999999999999,9.097955241381392,0.8345045036622206,0.06564864890133382,LOW
Restaurant Florya,"43 Av. Gabriel Péri, 95100 Argenteuil, France",4.4,219.0,,48.9446878,2.250274,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.8800000000000001,5.393627546352361,0.4947272611361238,0.6755818216591629,MEDIUM
Restaurant Gourmet’s Café - Argenteuil,"64 Av. Gabriel Péri, 95100 Argenteuil, France",4.4,242.0,http://gourmetscafe.com/,48.9453841,2.2502226,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.8800000000000001,5.493061443340548,0.5038477758728757,0.17284566723813727,LOW
Eagle restaurant,"85bis Rue Henri Barbusse, 95100 Argenteuil, France",4.7,26.0,http://eagle-restaurant.eatbu.com/,48.9372604,2.2405715,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9400000000000001,3.295836866004329,0.3023086655237254,0.22130740034288238,LOW
DAR🐔CROUSTY - Argenteuil,"32 Bd Jeanne d'Arc, 95100 Argenteuil, France",4.9,1319.0,,48.9443929,2.2450515,"establishment, food, point_of_interest, restaurant",True,V1,Argenteuil,0.9800000000000001,7.1853870155804165,0.659075326924499,0.6062774019226503,MEDIUM
La Ferme d'Argenteuil,"2B Rue Verte, 95100 Argenteuil, France",4.4,396.0,http://lafermedargenteuil.fr/,48.9377083,2.2447546,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.8800000000000001,5.983936280687191,0.5488729767704386,0.1593381069688684,LOW
LISA ROAST,"75 Rue Henri Barbusse, 95100 Argenteuil, France",4.7,517.0,https://lisaroast.fr/fr,48.9377522,2.2414053,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9400000000000001,6.249975242259483,0.57327524142128,0.140017427573616,LOW
Pouletos Braisé - Argenteuil,"8 Rue du Dr Leray, 95100 Argenteuil, France",4.7,165.0,https://pouletos.fr/#/,48.9484674,2.2557423,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.9400000000000001,5.111987788356544,0.4688940227630845,0.17133179317107464,LOW
MASTER POULET - Argenteuil,"159 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",4.8,2436.0,https://restaurants.master-poulet.fr/fr/restaurant-poulet-grille/rue-paul-vaillant-couturier-argenteuil/,48.9420509,2.2473967,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.96,7.798523053625206,0.7153148633401891,0.09340554099794326,LOW
"Le Moulin D'orgemont, Restaurants - Hébergements - Special Events","Le Moulin d'Orgemont, 2 Rue du Clos des Moines, 95100 Argenteuil, France",4.5,123.0,https://www.lemoulindorgemont.fr/,48.9575196,2.2677928,"establishment, food, lodging, point_of_interest, restaurant",False,V1,Argenteuil,0.9,4.820281565605037,0.44213744393038124,0.18735876682088562,LOW
Wan Mey,"4 Rue de la Poste, 95100 Argenteuil, France",4.4,1500.0,https://frmaps.xyz/business/wan-mey-t6pSgj9c,48.9451464,2.2484414,"establishment, food, point_of_interest, restaurant",False,V1,Argenteuil,0.8800000000000001,7.313886831633462,0.6708618957051729,0.12274143128844812,LOW
Grill Garden,"10 Pl. de l'Église, 94400 Vitry-sur-Seine, France",4.6,298.0,https://grill-garden.fr/,48.7914696,2.3937144,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9199999999999999,5.700443573390686,0.5228697777309137,0.1591390666807259,LOW
Restaurant Gosto,"10 Av. de l'Abbé Roger Derry, 94400 Vitry-sur-Seine, France",4.8,537.0,https://restaurant-gosto.com/,48.7909282,2.3924357,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.96,6.2878585601617845,0.5767500661004942,0.13497498016985174,LOW
LE CASANOVA VITRY SUR SEINE,"57 Av. Danielle Casanova, 94400 Vitry-sur-Seine, France",4.5,612.0,http://lecasanova-vitry.fr/,48.7910547,2.3965848,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9,6.418364935936212,0.588720685371628,0.1433837943885116,LOW
L'Imprévu,"94 Av. Anatole France, 94400 Vitry-sur-Seine, France",4.6,461.0,https://www.facebook.com/limprevuvitry,48.8066728,2.404744200000001,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9199999999999999,6.135564891081739,0.5627810203803654,0.1471656938858904,LOW
Bistrot À L’angle,"53 Rue Charles Fourier, 94400 Vitry-sur-Seine, France",4.7,100.0,,48.8025337,2.4057864,"establishment, food, point_of_interest, restaurant",True,V1,Vitry-sur-Seine,0.9400000000000001,4.61512051684126,0.4233191694250605,0.6850042491724819,MEDIUM
Restaurant Roi Galatasaray,"42 Av. Paul Vaillant Couturier, 94400 Vitry-sur-Seine, France",4.9,33.0,,48.7980622,2.3996129,"establishment, food, point_of_interest, restaurant",True,V1,Vitry-sur-Seine,0.9800000000000001,3.5263605246161616,0.32345331024974816,0.7069640069250755,HIGH
DAR EL SOLTANE,"1 Av. de la République, 94400 Vitry-sur-Seine, France",4.8,261.0,,48.7994704,2.4004796,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",True,V1,Vitry-sur-Seine,0.96,5.568344503761097,0.5107530695683944,0.6547740791294817,MEDIUM
Restaurant l’atlas,"159 Av. Paul Vaillant Couturier, 94400 Vitry-sur-Seine, France",4.2,240.0,https://atlas-restaurant.com/,48.7920463,2.3952479,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.8400000000000001,5.484796933490655,0.503089718649322,0.18107308440520342,LOW
KRYSPYZ Vitry Sur Seine,"37 Rue Anselme Rondenay, 94400 Vitry-sur-Seine, France",4.8,117.0,https://www.tiktok.com/@kryspyz94?_r=1&_t=ZN-92PWi1ktvfy,48.7805987,2.4020817,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.96,4.770684624465665,0.4375881941648491,0.17672354175054525,LOW
Jamaïssa Poulet Braisé - Fast Food Vitry-sur-Seine,"3 Rue St Germain, 94400 Vitry-sur-Seine, France",4.9,338.0,,48.79052919999999,2.3932457,"establishment, food, meal_takeaway, point_of_interest, restaurant",True,V1,Vitry-sur-Seine,0.9800000000000001,5.82600010738045,0.5343863757245051,0.6436840872826485,MEDIUM
Le Monde Marche - Restaurant du MAC VAL,"18 Av. Eugène Pelletan, 94400 Vitry-sur-Seine, France",4.8,41.0,https://www.instagram.com/lemondemarche.macval,48.793081,2.386593,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.96,3.7376696182833684,0.34283551049711847,0.20514934685086447,LOW
Garba chaud vitry,"175 - 183 Bd de Stalingrad, 94400 Vitry-sur-Seine, France",4.7,1080.0,https://le-garba-chaud-vitry.eatbu.com/?lang=fr,48.8055014,2.3758696,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9400000000000001,6.985641817639208,0.6407538180970351,0.11977385457088946,LOW
L’amitié,"14 Rue Camille Groult, 94400 Vitry-sur-Seine, France",4.6,373.0,http://restaurant-lamitie-vitry-sur-seine.eatbu.com/,48.78967240000001,2.4018205,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9199999999999999,5.924255797414532,0.5433988201329951,0.15298035396010148,LOW
CHEZ ELY,"56 Av. Anatole France, 94400 Vitry-sur-Seine, France",4.8,50.0,https://www.facebook.com/share/19uDxsR9PC/?mibextid=wwXIfr,48.8043636,2.4051742,"bar, establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.96,3.9318256327243257,0.3606443548105232,0.19980669355684305,LOW
Le Jardin des Phenix,"24 Av. Anatole France, 94400 Vitry-sur-Seine, France",4.7,109.0,,48.8026572,2.4037335,"establishment, food, point_of_interest, restaurant",True,V1,Vitry-sur-Seine,0.9400000000000001,4.700480365792417,0.4311487505223238,0.6826553748433029,MEDIUM
Seven Sushi Vitry Halal Japonais🇯🇵&Thaïlandais🇹🇭,"100 Rue de Choisy, 94400 Vitry-sur-Seine, France",4.8,3682.0,https://seven-sushi.fr/fr,48.785745,2.3997861,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.96,8.211482916445066,0.7531933597948036,0.08204199206155892,LOW
Krousty Fusion,"7 Av. de l'Abbé Roger Derry, 94400 Vitry-sur-Seine, France",4.7,144.0,https://www.tiktok.com/@krousty_fusion?_t=ZN-8xvKlbgF578&_r=1,48.7903676,2.3925161,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.9400000000000001,4.976733742420574,0.4564879262856341,0.17505362211430975,LOW
Rajpoot,"37 Av. Danielle Casanova, 94400 Vitry-sur-Seine, France",4.4,1027.0,http://rajpoot.fr/,48.7907449,2.398391,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.8800000000000001,6.93537044601511,0.6361427065986215,0.13315718802041354,LOW
Restaurant Le Phare de Seine,"25 Av. de Villeneuve Saint-Georges, 94600 Choisy-le-Roi, France",4.6,1140.0,http://lepharedeseine.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,48.7652399,2.4158361,"establishment, food, point_of_interest, restaurant",False,V1,Choisy-le-Roi,0.9199999999999999,7.039660349862076,0.6457086356604552,0.12228740930186345,LOW
Wok Grill-Vitry,"Zone Commercial E.Leclerc, 1 Rue Eugène Hénaff, 94400 Vitry-sur-Seine, France",3.9,3205.0,https://vitry.wok-grill.fr/,48.7938297,2.4169666,"establishment, food, point_of_interest, restaurant",False,V1,Vitry-sur-Seine,0.78,8.072779333169498,0.7404708565678065,0.12185874302965803,LOW
La Parenthèse,"29 Av. Pierre Brossolette, 94000 Créteil, France",4.8,211.0,https://laparenthese-creteil.fr/,48.7919501,2.4621345,"bar, establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.96,5.356586274672012,0.491329672643049,0.16060109820708532,LOW
BUNSH SMASH BURGER - CRÉTEIL,"12 Rue d'Estienne d'Orves, 94000 Créteil, France",4.9,285.0,,48.79190269999999,2.4624969,"establishment, food, point_of_interest, restaurant",True,V1,Créteil,0.9800000000000001,5.655991810819852,0.5187924663926078,0.6483622600822176,MEDIUM
Seven Rooftop,"1 Rue Martin Luther King, 94000 Créteil, France",4.1,1357.0,https://www.sevenrooftop.com/,48.7675819,2.4564819,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.82,7.213768308118642,0.661678584009693,0.1374964247970921,LOW
L'INTEMPOREL,"39 Av. de Verdun, 94000 Créteil, France",4.6,309.0,http://www.lintemporel-restaurant.fr/,48.796342,2.4631307,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.9199999999999999,5.736572297479192,0.526183663341858,0.15814490099744263,LOW
Le Boostan,"97 Av. de Paris, 94380 Bonneuil-sur-Marne, France",4.9,1484.0,https://instagram.com/leboostan?igshid=MmIzYWVlNDQ5Yg%3D%3D,48.7793278,2.4761455,"bar, establishment, food, night_club, point_of_interest, restaurant",False,V1,Bonneuil-sur-Marne,0.9800000000000001,7.3031700512368,0.6698789054322491,0.10303632837032523,LOW
French Cantine Créteil Soleil,"Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",4.9,30.0,,48.78848230000001,2.4567614,"establishment, food, point_of_interest, restaurant",True,V1,Créteil,0.9800000000000001,3.4339872044851463,0.3149804227027811,0.7095058731891657,HIGH
C’est la que C’est bon,"10 Pass. de l'Image Saint-Martin, 94000 Créteil, France",4.7,346.0,https://www.facebook.com/profile.php?id=61556535999546,48.7923358,2.462722,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.9400000000000001,5.849324779946859,0.5365258173667965,0.15104225478996103,LOW
FACTORY'S CRETEIL,"27 Rue de la Basse Quinte, 94000 Créteil, France",4.5,11119.0,https://factoryscreteil.shop/,48.7741319,2.4428246,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.9,9.316500567804573,0.8545504430316457,0.06363486709050628,LOW
Brendy's Café Créteil,"Centre commercial Créteil Soleil, Av. de la France libre, 94000 Créteil, France",4.9,18799.0,https://www.brendyscafe.com/,48.7803024,2.4561244,"establishment, food, meal_takeaway, point_of_interest, restaurant",False,V1,Créteil,0.9800000000000001,9.84161214881804,0.902715988767436,0.03318520336976919,LOW
Black & White Burger Créteil Soleil,"Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",4.6,5412.0,https://restaurants.bnwburger.com/creteil-soleil/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,48.778377,2.456396,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",False,V1,Créteil,0.9199999999999999,8.596558746796978,0.7885142100467936,0.07944573698596194,LOW
Tasty Crousty - Créteil Université,"30 Av. du Maréchal Lyautey, 94000 Créteil, France",4.8,464.0,https://www.tastycrousty.io/,48.7893365,2.4497798,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.96,6.142037405587356,0.5633747079026329,0.13898758762921012,LOW
Bavola Créteil,"76 Rue du Général Leclerc, 94000 Créteil, France",4.9,462.0,,48.7898467,2.465549,"establishment, food, point_of_interest, restaurant, store",True,V1,Créteil,0.9800000000000001,6.137727054086234,0.5629793434889137,0.6351061969533259,MEDIUM
Les Deux Rives,"4 Rue Jean Gabin, 94000 Créteil, France",4.5,413.0,http://www.les-deux-rives.fr/,48.78145929999999,2.4462003,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.9,6.025865973825314,0.5527189527983033,0.15418431416050898,LOW
Los Pollos,"Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",4.6,5580.0,https://lospollos.fr/,48.7797348,2.4570484,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",False,V1,Créteil,0.9199999999999999,8.627123250788433,0.7913177208969083,0.07860468373092751,LOW
L'Océan Créteil,"16 Rue de la Basse Quinte, 94000 Créteil, France",4.3,462.0,,48.774059,2.4420863,"establishment, food, point_of_interest, restaurant",True,V1,Créteil,0.86,6.137727054086234,0.5629793434889137,0.659106196953326,MEDIUM
O'braisé Créteil - poulet,"144 Av. du Maréchal Foch, 94000 Créteil, France",4.8,1202.0,https://www.obraise-restaurants.fr/,48.7873045,2.4364968,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.96,7.0925737159746784,0.6505620825233341,0.11283137524299976,LOW
BABECO - Créteil Soleil,"1 Avenue du Général de Gaulle, Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",4.3,1562.0,http://babeco.fr/,48.7802281,2.4555134,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.86,7.354362330421477,0.6745744866259262,0.12562765401222215,LOW
Brasserie Le Paris - Restaurant & Pub,"5 Rue de Paris, 94000 Créteil, France",4.4,471.0,,48.7939027,2.4604226,"bar, establishment, food, point_of_interest, restaurant",True,V1,Créteil,0.8800000000000001,6.156978985585555,0.5647452153924492,0.6545764353822653,MEDIUM
Indiana Café - Créteil Soleil,"Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",4.3,2257.0,https://www.indianacafe.fr/,48.78002069999999,2.4573906,"bar, establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.86,7.722234744709607,0.708317363827631,0.1155047908517107,LOW
Il datterino,"8 Rue d'Estienne d'Orves, 94000 Créteil, France",4.7,584.0,https://ildatterino.fr/fr,48.7920661,2.462691,"establishment, food, point_of_interest, restaurant",False,V1,Créteil,0.9400000000000001,6.371611847231857,0.5844322862699878,0.13667031411900366,LOW
Le Clos - 93 AUBERVILLIERS,"Face à la Place Front Populaire ligne 12, 28 Rue Waldeck Rochet, 93300 Aubervilliers, France",4.7,432.0,https://www.brasserieleclos.fr/,48.90719619999999,2.3671661,"bar, establishment, food, night_club, point_of_interest, restaurant",False,V1,Aubervilliers,0.9400000000000001,6.07073772800249,0.5568347876155332,0.14494956371534,LOW
IZGARA AUBERVILLIERS,"41 Av. de la République, 93300 Aubervilliers, France",4.8,94.0,,48.9109321,2.3852529,"establishment, food, meal_takeaway, point_of_interest, restaurant",True,V1,Aubervilliers,0.96,4.553876891600541,0.4177016345254031,0.6826895096423791,MEDIUM
Bumbú Restaurant,"9 Av. des Chemins de Fer Industriels Bâtiment 264, 93300 Aubervilliers, France",3.8,2393.0,https://www.lebumbuparis.fr/,48.9039837,2.368327,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.76,7.780720886117918,0.7136819701718199,0.13389540894845403,LOW
Restaurant Sèson,"Av. des Géomètres, 93300 Aubervilliers, France",4.5,299.0,http://www.seson.paris/,48.9036731,2.3681759,"cafe, establishment, food, point_of_interest, restaurant, store",False,V1,Aubervilliers,0.9,5.703782474656201,0.5231760364527287,0.16304718906418136,LOW
Italian Tasty,"132 Rue Danielle-Casanova, 93300 Aubervilliers, France",4.7,348.0,,48.9153219,2.4003335,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.9400000000000001,5.855071922202427,0.5370529705532229,0.6508841088340331,MEDIUM
Restaurant Le Saint Emilion Aubervilliers,"3 Rue de la Commune de Paris, 93300 Aubervilliers, France",4.4,221.0,,48.914234,2.382378,"cafe, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",True,V1,Aubervilliers,0.8800000000000001,5.402677381872279,0.49555735188711186,0.6753327944338664,MEDIUM
Le Restaurant de la Commune,"2 Rue Edouard Poisson, 93300 Aubervilliers, France",4.7,70.0,,48.9107598,2.3836192,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.9400000000000001,4.2626798770413155,0.3909917625096148,0.6947024712471155,MEDIUM
Le café d'Auber,"1 Rue du Dr Pesqué, 93300 Aubervilliers, France",4.5,276.0,https://www.instagram.com/lecafedauber?igsh=Nm1mcDd0eGdndjZw,48.9144701,2.383137,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.9,5.6240175061873385,0.5158596424217955,0.16524210727346134,LOW
Le Clos Saint Auber - AUBERVILLIERS,"57 Av. Victor Hugo, 93300 Aubervilliers, France",4.2,366.0,https://leclossaintauber.eatbu.com/?lang=fr,48.9038842,2.3723605,"bar, establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.8400000000000001,5.905361848054571,0.5416657839271081,0.16950026482186759,LOW
Climb Up Aubervilliers,"111 Av. Victor Hugo Accès par le, 1 Quai Lucien Lefranc, 93300 Aubervilliers, France",4.5,1738.0,https://aubervilliers.climb-up.fr/,48.9075977,2.3756573,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.9,7.461065514354283,0.684361772360419,0.11469146829187432,LOW
Chez Kayes Grillades,"6 Rue André Karman, 93300 Aubervilliers, France",4.5,316.0,https://www.chezkayes.com/,48.902911,2.3837302,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.9,5.75890177387728,0.5282318212107676,0.1615304536367697,LOW
Restaurant Lamma à Sidi-Bou-Saïd,"15 Rue Ferragus, 93300 Aubervilliers, France",4.7,397.0,https://comarts.fr/clients/lamma_S_D_B/menu.php,48.9141184,2.3798175,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.9400000000000001,5.986452005284438,0.5491037301046414,0.14726888096860755,LOW
Les deux amis,"1 Rue Danielle-Casanova, 93300 Aubervilliers, France",4.3,43.0,,48.9191933,2.387279,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.86,3.784189633918261,0.3471025311108471,0.7238692406667459,HIGH
GOWOK Aubervilliers 93,"106 Av. Victor Hugo, 93300 Aubervilliers, France",4.8,153.0,https://www.gowok.fr/,48.9098115,2.3790009,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.96,5.0369526024136295,0.4620114652057903,0.16939656043826293,LOW
Tasty Crousty - Aubervilliers,"59 Av. Jean Jaurès, 93300 Aubervilliers, France",4.8,1367.0,,48.9043223,2.3924331,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.96,7.221105098182496,0.6623515466906768,0.609294535992797,MEDIUM
Auberkitchen,"20 Rue Lécuyer, 93300 Aubervilliers, France",4.7,465.0,http://www.auberkitchen.com/,48.9050319,2.391992,"bar, cafe, establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.9400000000000001,6.144185634125646,0.5635717528806017,0.14292847413581947,LOW
Crousty One - Aubervilliers,"109 Av. Jean Jaurès, 93300 Aubervilliers, France",4.8,16.0,,48.9065777,2.3948787,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.96,2.833213344056216,0.2598747996359481,0.7300375601092156,HIGH
La goulette,"74 bisRue du Moutier, 93300 Aubervilliers, France",4.4,97.0,https://hoodspot.fr/restaurant/la-goulette-80527888400012/,48.9155414,2.3776445,"establishment, food, point_of_interest, restaurant",False,V1,Aubervilliers,0.8800000000000001,4.584967478670572,0.4205534000312866,0.19783397999061397,LOW
Restaurant Les Tables du Maroc,"27 Bd Anatole France, 93300 Aubervilliers, France",4.8,212.0,,48.9173896,2.3815861,"establishment, food, point_of_interest, restaurant",True,V1,Aubervilliers,0.96,5.3612921657094255,0.49176131768419,0.660471604694743,MEDIUM
"Vice Versa · Restaurant italien, di qualità","71 Rue des Voies du Bois PARKING au n°77, 92700 Colombes, France",4.8,3347.0,http://viceversarestaurant.fr/,48.9181884,2.2490752,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",False,V1,Colombes,0.96,8.116118431609365,0.7444461094541065,0.08466616716376806,LOW
Chez Mimi - Bistrot Pas Parisien,"3 bis Pl. du Général Leclerc, 92700 Colombes, France",4.6,2943.0,https://www.bistrot-chez-mimi.fr/,48.9224124,2.2523632,"bar, establishment, food, point_of_interest, restaurant",False,V1,Colombes,0.9199999999999999,7.987524479848767,0.7326509061319535,0.09620472816041396,LOW
Caracole,"2 Rue des Anciens Combattants, 92700 Colombes, France",4.7,1520.0,http://caracole-restaurant.fr/,48.9222945,2.2530489,"establishment, food, point_of_interest, restaurant",False,V1,Colombes,0.9400000000000001,7.327123292259293,0.6720760021402717,0.11037719935791845,LOW
Rodizio Brazil - Colombes,"157 Bd Charles de Gaulle, 92700 Colombes, France",4.6,11579.0,https://restaurants.rodizio-brazil.fr/colombes/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,48.91578800000001,2.226551,"establishment, food, point_of_interest, restaurant",False,V1,Colombes,0.9199999999999999,9.357034751126987,0.8582684167562218,0.05851947497313348,LOW
All Together Restaurant Colombes,"1 All. Louise Michel, 92700 Colombes, France",4.7,177.0,https://www.allsuites.com/hotel/appart-hotel-paris-colombes,48.9354435,2.2591261,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",False,V1,Colombes,0.9400000000000001,5.181783550292085,0.47529599728663713,0.16941120081400884,LOW
Il Binario (92700 Colombes),"41 Rue des Vallées, 92700 Colombes, France",4.8,151.0,https://il-binario.fr/,48.9141286,2.2576716,"establishment, food, point_of_interest, restaurant",False,V1,Colombes,0.96,5.0238805208462765,0.4608124363415266,0.16975626909754202,LOW
Au Bureau - Pub et Brasserie,"1 Rue Saint-Denis, 92700 Colombes, France",4.4,2474.0,https://www.aubureau.fr/restaurant-brasserie/au-bureau-colombes?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,48.9236261,2.2590239,"bar, establishment, food, point_of_interest, restaurant",False,V1,Colombes,0.8800000000000001,7.813995675002791,0.7167340802829507,0.10897977591511476,LOW
Garden Colombes,"23 Rue Sartoris, 92250 La Garenne-Colombes, France",4.7,1126.0,http://gardencolombes.fr/,48.90871749999999,2.2516724,"bar, establishment, food, point_of_interest, restaurant",False,V1,La Garenne-Colombes,0.9400000000000001,7.027314514039777,0.6445762212528395,0.11862713362414812,LOW
Seven restaurant,"7 Rue Saint-Denis, 92700 Colombes, France",4.1,61.0,,48.9237362,2.2588337,"establishment, food, point_of_interest, restaurant",True,V1,Colombes,0.82,4.127134385045092,0.3785589333165812,0.7224323200050257,HIGH
Les Deux Colombes,"4 Rue de la Colombe, 75004 Paris, France",4.7,1441.0,https://lesdeuxcolombes.fr/,48.8546874,2.350434700000001,"establishment, food, point_of_interest, restaurant",False,V1,Paris,0.9400000000000001,7.273786317844895,0.6671837000592413,0.11184488998222758,LOW
